Poziom,Symbol PKD 2007,Nazwa grupowania PKD 2007,Symbol PKD 2025,Nazwa grupowania PKD 2025
3,96.0,Pozostała indywidualna działalność usługowa,96.1,Pranie i czyszczenie wyrobów tekstylnych i futrzarskich
3,96.0,Pozostała indywidualna działalność usługowa,96.2,"Działalność w zakresie usług fryzjerskich, pielęgnacji urody, spa i podobnych"
3,96.0,Pozostała indywidualna działalność usługowa,96.3,Pogrzeby i działalność pokrewna
3,96.0,Pozostała indywidualna działalność usługowa,96.9,Pozostała indywidualna działalność usługowa
1,T,GOSPODARSTWA DOMOWE ZATRUDNIAJĄCE PRACOWNIKÓW; GOSPODARSTWA DOMOWE PRODUKUJĄCE WYROBY I ŚWIADCZĄCE USŁUGI NA WŁASNE POTRZEBY,U,GOSPODARSTWA DOMOWE ZATRUDNIAJĄCE PRACOWNIKÓW ORAZ GOSPODARSTWA DOMOWE PRODUKUJĄCE WYROBY I ŚWIADCZĄCE USŁUGI NA WŁASNE POTRZEBY
2,97,Gospodarstwa domowe zatrudniające pracowników,97,Gospodarstwa domowe zatrudniające pracowników
3,97.0,Gospodarstwa domowe zatrudniające pracowników,97.0,Gospodarstwa domowe zatrudniające pracowników
2,98,Gospodarstwa domowe produkujące wyroby i świadczące usługi na własne potrzeby,98,Gospodarstwa domowe produkujące wyroby i świadczące usługi na własne potrzeby
3,98.1,Gospodarstwa domowe produkujące wyroby na własne potrzeby,98.1,Gospodarstwa domowe produkujące wyroby na własne potrzeby
3,98.2,Gospodarstwa domowe świadczące usługi na własne potrzeby,98.2,Gospodarstwa domowe świadczące usługi na własne potrzeby
1,U,ORGANIZACJE I ZESPOŁY EKSTERYTORIALNE,V,ORGANIZACJE I ZESPOŁY EKSTERYTORIALNE
2,99,Organizacje i zespoły eksterytorialne,99,Organizacje i zespoły eksterytorialne
3,99.0,Organizacje i zespoły eksterytorialne,99.0,Organizacje i zespoły eksterytorialne
